id;verifiable;label;claim;evidence;evidence_article;compressed_evidence;evidence_text;annotation;gpt_label;gpt_evidence;evidence_correctness;label_correct;evidence_correct_strict;evidence_correct_medium;evidence_correct_relaxed
145405;VERIFIABLE;SUPPORTS;Nocturnal Animals is a psychological thriller film.;[[[168712, 182432, 'Nocturnal_Animals', 0]]];Nocturnal_Animals;[[0]];Nocturnal Animals is a 2016 American neo-noir psychological thriller film written , co-produced , and directed by Tom Ford , based on the 1993 novel Tony and Susan by Austin Wright . The film stars Amy Adams , Jake Gyllenhaal , Michael Shannon , Aaron Taylor-Johnson , Armie Hammer , Laura Linney , Andrea Riseborough , Karl Glusman , and Michael Sheen . Principal photography began on October 5 , 2015 , in Los Angeles , California . The film was released in the United States on November 18 , 2016 , by Focus Features , received generally positive reviews from critics and has grossed $ 30 million worldwide .   Nocturnal Animals was selected to compete for the Golden Lion at the 73rd Venice International Film Festival , where it won the Grand Jury Prize . It received numerous accolades , including nine BAFTA Award nominations and Golden Globe Award nominations for Best Director and Best Screenplay , plus a Best Supporting Actor win for Taylor-Johnson . At the 89th Academy Awards , Shannon received a nomination for Best Supporting Actor . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;False;False;False;False
187877;VERIFIABLE;SUPPORTS;Devdas was the winner of ten Filmfare Awards.;[[[219231, 225296, 'Devdas_-LRB-2002_Hindi_film-RRB-', 6]]];Devdas_-LRB-2002_Hindi_film-RRB-;[[6]];Devdas is a 2002 Indian romantic drama film directed by Sanjay Leela Bhansali and based on the 1917 Sharat Chandra Chattopadhyay 's novel Devdas . This is the third Hindi version and the first film version of the story in Hindi done in colour . The film follows Devdas -LRB- Shah Rukh Khan -RRB- , a wealthy law graduate in the early 1900s , who returns from his studies in London to marry his childhood sweetheart , Paro -LRB- Aishwarya Rai -RRB- . However , the rejection of this marriage by his own family sparks his descent into alcohol , ultimately leading to his emotional deterioration and him seeking refuge from a prostitute , Chandramukhi -LRB- Madhuri Dixit Nene -RRB- . The film was screened at 2002 Cannes Film Festival and was also screened retrospective , during the 2014 International Film Festival of India in the Celebrating Dance in Indian cinema section . Devdas won the Filmfare Award for Best Film . The film also won five National Awards and a further ten Filmfare Awards , tied with Dilwale Dulhania Le Jayenge with the most Filmfare Awards any film had won at the time -LRB- later beaten in 2005 by Bhansali 's Black -RRB- .   It was received well by western audiences alike and was nominated for the BAFTA Award for Best Foreign Language Film and was also India 's submission for the Academy Award for Best Foreign Language Film . It was ranked # 74 in Empire magazines `` The 100 Best Films Of World Cinema '' in 2010 . Time Magazine named Devdas as the best movie of 2002 among all the movies released around the world that year . The film was recently included in Time Magazine 's top 10 movies of the millennium worldwide .   The acting was seen by many as the primary factor for the film 's success , with Shah Rukh Khan , Madhuri Dixit , and Aishwarya Rai all winning Filmfare Awards for their performances . The film 's success was also attributed to the dance performances , with Dixit 's `` Maar Daala '' considered one of the most iconic of her career and the song `` Dola Re Dola '' becoming a hit due to the unique dance duet between Aishwarya Rai and Madhuri Dixit , two of the leading actresses of the epoch . At the time of its release , Devdas was the most expensive Bollywood film ever produced , with a reported budget of . The film was a commercial success in India and abroad , becoming the highest grossing Indian film of the year . Shah Rukh Khan has bought the rights to this film under his banner , Red Chillies Entertainment . ;"REFUTED
6, 7";REFUTES;[6, 7];SUPERSET;False;False;True;True
89557;VERIFIABLE;SUPPORTS;The phalanx may be deployed for something.;[[[106793, 120187, 'Phalanx', 2]], [[106793, 120188, 'Phalanx', 8]]];Phalanx;[[2], [8]];"The phalanx -LRB- φάλαγξ plural phalanxes or phalanges , φάλαγγες , phalanges -RRB- was a rectangular mass military formation , usually composed entirely of heavy infantry armed -RSB- s , pikes , sarissas , or similar weapons . The term is particularly -LRB- and originally -RRB- used to describe the use of this formation in Ancient Greek warfare , although the ancient Greek writers used it to also describe any massed infantry formation , regardless of its equipment , as does Arrian in his Array against the Alans when he refers to his legions . In Greek texts , the phalanx may be deployed for battle , on the march , even camped , thus describing the mass of infantry or cavalry that would deploy in line during battle . They marched forward as one entity . The word phalanx is derived from the Greek word phalangos , meaning finger .   The term itself , as used today , does not refer to a distinctive military unit or division -LRB- e.g. , the Roman legion or the contemporary Western-type battalion -RRB- , but to the general formation of an army 's troops . Thus a phalanx does not have a standard combat strength or composition but includes the total number of infantry , which is or will be deployed in action in a single phalanx formation .   Many spear-armed troops historically fought in what might be termed phalanx-like formations . The word has come into use in common English to describe `` a group of people standing , or moving forward closely together '' ; c.f. `` a phalanx of police '' .   This article focuses on the use of the military phalanx formation in Ancient Greece , the Hellenistic world , and other ancient states heavily influenced by Greek civilization . ";"SUPPORTED
3";SUPPORTS;[2];CORRECT;True;True;True;True
167413;NOT VERIFIABLE;NOT ENOUGH INFO;Geraldine Chaplin has destroyed thirty years' worth of English-language films.;[[[192682, None, None, None]]];Geraldine_Chaplin;[[None]];Geraldine Leigh Chaplin -LRB- born July 31 , 1944 -RRB- is a prolific actress of English , French , and Spanish language films , the fourth child of Charlie Chaplin , the first of eight with fourth wife Oona O'Neill . After beginnings in dance and modeling , she turned her attention to acting , and made her American acting debut -LRB- and came to prominence in what would be a Golden Globe -- nominated role -RRB- in her portrayal of Tonya in David Lean 's Doctor Zhivago -LRB- 1965 -RRB- . She made her Broadway acting debut in Lillian Hellman 's The Little Foxes in 1967 , and received her second Golden Globe nomination for Robert Altman 's Nashville -LRB- 1975 -RRB- . She also appeared in his other pictures , including Buffalo Bill and the Indians , or Sitting Bull 's History Lesson -LRB- 1976 -RRB- , and A Wedding -LRB- 1978 -RRB- . She received a BAFTA nomination for her role in Welcome to L.A. -LRB- 1976 -RRB- , and then appeared in Roseland -LRB- 1977 -RRB- and Remember My Name -LRB- 1978 -RRB- . She played her grandmother Hannah Chaplin in the biopic , Chaplin -LRB- 1992 -RRB- for which she received her third Golden Globe nomination . She also appeared in The Age of Innocence -LRB- 1993 -RRB- , Jane Eyre -LRB- 1996 -RRB- , Mother Teresa : In the Name of God 's Poor -LRB- 1997 -RRB- , and a decade later , in The Wolfman -LRB- 2010 -RRB- .   Chaplin has appeared in a wide variety of critically recognised Spanish and French films . She starred in Claude Lelouch 's Les Uns et les Autres -LRB- 1981 -RRB- , the Alain Resnais comedy Life Is a Bed of Roses -LRB- 1983 -RRB- and the Jacques Rivette experimental film Love on the Ground -LRB- 1984 -RRB- . She enjoyed her greatest critical success collaborating with Carlos Saura , starring in several notable films by the director , including Ana and the Wolves -LRB- 1973 -RRB- , Cría cuervos -LRB- 1976 -RRB- , Elisa , vida mía -LRB- 1977 -RRB- , and Mamá cumple cien años -LRB- 1979 -RRB- . She collaborated with Pedro Almodóvar in Talk to Her -LRB- 2002 -RRB- . She was awarded a Goya Award for her role in En la ciudad sin límites -LRB- 2002 -RRB- , and was nominated again for The Orphanage -LRB- 2007 -RRB- . Her contribution to Spanish cinema culminated in her being awarded the Gold medal by the Spanish Academy of Cinematographic Arts and Sciences in 2006 .   Chaplin had a long term relationship with Spanish film director Carlos Saura , giving birth to their son , Shane Suara , in 1976 . A subsequent long-term relationship with Chilean cinematographer Patricio Castilla -LRB- married , 2006 -RRB- , gave her a daughter , Oona , born 1986 . As of 2011 , Chaplin maintained homes in Miami , Florida , in the United States , and in Madrid , Spain , and Corsier-sur-Vevey , Switzerland . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
140361;VERIFIABLE;SUPPORTS;Joaquin Phoenix earned a Best Actor nomination for playing musician Johnny Cash in the biopic Walk the Line.;[[[163327, 177526, 'Joaquin_Phoenix', 9]]];Joaquin_Phoenix;[[9]];"Joaquín Rafael Phoenix -LRB- -LSB- ˌhwɑːˈkiːn -RSB- born Joaquín Rafael Bottom ; October 28 , 1974 -RRB- , known formerly as Leaf Phoenix , is a Puerto Rican -- born American actor , producer , music video director , musician and activist . For his work as an artist , Phoenix has received a Grammy Award , a Golden Globe Award and three Academy Award nominations .   Phoenix started acting in television shows with his brother River Phoenix and sister Summer Phoenix . His first major film release was in the comedy-drama film Parenthood -LRB- 1989 -RRB- . During his period as a child actor he was credited as Leaf Phoenix , his self-given name . He later went back to his birth name , Joaquín , and received positive reviews for his supporting work in a wide range of films , most notably in the film adaptation of the novel To Die For -LRB- 1995 -RRB- and the period film Quills -LRB- 2000 -RRB- . He received international attention for his portrayal of Commodus in the 2000 historical epic film Gladiator , which earned him a nomination for the Academy Award for Best Supporting Actor . He has subsequently earned Best Actor nominations for portraying musician Johnny Cash in the biopic Walk the Line -LRB- 2005 -RRB- and for his role as Freddie Quell , a sex-obsessed alcoholic World War II veteran in the drama film The Master -LRB- 2012 -RRB- , the latter winning him the Volpi Cup for Best Actor . To this date , he and River Phoenix hold the distinction of being the first and only brothers to be nominated for acting Academy Awards .   Some of his other notable films include the satire film Buffalo Soldiers -LRB- 2001 -RRB- , the science fiction thriller Signs -LRB- 2002 -RRB- , the animated film Brother Bear -LRB- 2003 -RRB- , the historical drama film Hotel Rwanda -LRB- 2004 -RRB- , the psychological thriller The Village -LRB- 2004 -RRB- , the documentary Earthlings -LRB- 2005 -RRB- , the romantic drama Two Lovers -LRB- 2008 -RRB- , the drama The Immigrant -LRB- 2013 -RRB- , the romantic science fiction drama Her -LRB- 2013 -RRB- , the crime comedy-drama film Inherent Vice -LRB- 2014 -RRB- , and the thriller You Were Never Really Here -LRB- 2017 -RRB- , for which he won the Cannes Film Festival Award for Best Actor .   Aside from his acting career , he has also ventured into directing music videos , as well as producing films and television shows . He has recorded an album , the soundtrack to Walk The Line , for which he won the Grammy Award for Best Compilation Soundtrack for Visual Media . Phoenix is a social activist , lending his support to a number of charities and humanitarian organizations . He is also widely known for his animal rights advocacy . He has been a vegan since the age of three , and campaigns for PETA and In Defense of Animals . ";"SUPPORTED
8";SUPPORTS;[7];DISJOINT;True;False;False;False
38477;VERIFIABLE;REFUTES;Tiffany Hwang released a solo debut album in 2015.;[[[54680, 64669, 'Tiffany_Hwang', 3]]];Tiffany_Hwang;[[3]];Stephanie Young Hwang -LRB- born August 1 , 1989 -RRB- , known professionally as Tiffany or Tiffany Hwang , is an American singer based in South Korea . Born and raised in California , she was discovered by South Korean entertainment agency S.M. Entertainment at the age of fifteen and subsequently moved to South Korea . After four years of training , Tiffany debuted as a member of girl group Girls ' Generation -LRB- and later its subgroup TTS -RRB- in August 2007 , who went on to be one of the best-selling artists in South Korea and one of South Korea 's most popular girl groups worldwide . In 2016 , following her contribution to several side projects during the early part of her career , Tiffany became the second Girls ' Generation member to release a solo debut album , I Just Wan na Dance . ;"SUPPORTED
5";SUPPORTS;[4];DISJOINT;False;False;False;False
171348;VERIFIABLE;SUPPORTS;Blue Velvet is a movie.;[[[197730, 207693, 'Blue_Velvet_-LRB-film-RRB-', 0]]];Blue_Velvet_-LRB-film-RRB-;[[0]];Blue Velvet is a 1986 American neo-noir mystery film , written and directed by David Lynch . Blending psychological horror with film noir , the film stars Kyle MacLachlan , Isabella Rossellini , Dennis Hopper and Laura Dern . The title is taken from Bobby Vinton 's 1963 song of the same name .   The screenplay of Blue Velvet had been passed around multiple times in the late 1970s and early 1980s , with many major studios declining it because of its strong sexual and violent content . After the commercial and critical failure of Lynch 's Dune -LRB- 1984 -RRB- , the director made attempts at developing a more `` personal story '' , somewhat characteristic of the surrealist style displayed in his debut Eraserhead -LRB- 1977 -RRB- . The independent studio De Laurentiis Entertainment Group , owned at the time by Italian film producer Dino De Laurentiis , agreed to finance and produce the film .   Blue Velvet initially received a divided critical response , with many stating that its objectionable content served little artistic purpose . It nevertheless earned Lynch his second Academy Award nomination for Best Director and came to achieve cult status . As an example of a director casting against the norm , it was credited for re-launching Hopper 's career and for providing Rossellini with a dramatic outlet beyond her previous work as a fashion model and a cosmetics spokeswoman .   In the years since , the film has generated significant academic attention with regard to its thematic symbolism , and is now widely regarded as one of Lynch 's major works and one of the greatest films of the 1980s . Publications including Sight & Sound , Time , Entertainment Weekly and BBC Magazine have ranked it among the greatest American films of all time . In 2008 , Blue Velvet was chosen by the American Film Institute as one of the greatest American mystery films ever made . ;"SUPPORTED
1, 2";SUPPORTS;[0, 1];SUPERSET;True;False;True;True
65170;VERIFIABLE;SUPPORTS;Interstellar is an American film.;[[[81648, 93422, 'Interstellar_-LRB-film-RRB-', 3]]];Interstellar_-LRB-film-RRB-;[[3]];"Use mdy dates | date = May 2016 -RCB-   Interstellar is a 2014 British-American epic science fiction film directed , co-written , and co-produced by Christopher Nolan . The film stars Matthew McConaughey , Anne Hathaway , Jessica Chastain , Bill Irwin , Casey Affleck , Ellen Burstyn , John Lithgow , and Michael Caine . Set in a dystopian future where humanity is struggling to survive , it follows a group of astronauts who travel through a wormhole in search of a new home for humanity .   Brothers Christopher and Jonathan Nolan wrote the screenplay , which has its origins in a script Jonathan developed in 2007 . Nolan produced the film with his wife Emma Thomas through their production company Syncopy and with Lynda Obst through Lynda Obst Productions . Caltech theoretical physicist Kip Thorne , whose work inspired the film , was an executive producer and acted as scientific consultant . Later , he also wrote a tie-in book , The Science of Interstellar . Paramount Pictures , Warner Bros. , and Legendary Pictures co-financed the film . Cinematographer Hoyte van Hoytema shot the film on 35 mm in anamorphic format and IMAX 70 mm . Principal photography commenced in late 2013 in Alberta , Iceland and Los Angeles . The film utilized extensive practical and miniature effects , while the company Double Negative created additional digital effects .   Interstellar premiered on October 26 , 2014 in Los Angeles . In the United States , it was first released on film stock , expanding to venues using digital projectors . The film was successful at the box office , with a worldwide gross of over $ 675 million , and received positive reviews , particularly in regards to its science fiction themes , visual effects , musical score , and the cast 's performances . It received several awards and nominations ; at the 87th Academy Awards , the film won the Academy Award for Best Visual Effects , and was nominated for Best Original Score , Best Sound Mixing , Best Sound Editing , and Best Production Design . ";"REFUTED
1";REFUTES;[1];DISJOINT;False;False;False;False
13205;VERIFIABLE;SUPPORTS;Doctor Strange is superhero that is fictional.;[[[28486, 34822, 'Doctor_Strange', 0]]];Doctor_Strange;[[0]];Stephen Vincent Strange , M.D. is a fictional superhero appearing in American comic books published by Marvel Comics . Created by artist Steve Ditko and writer Stan Lee , the character first appeared in Strange Tales # 110 -LRB- cover-dated July 1963 -RRB- . Doctor Strange serves as the Sorcerer Supreme , the primary protector of Earth against magical and mystical threats . Inspired by stories of black magic and Chandu the Magician , Strange was created during the Silver Age of Comics to bring a different kind of character and themes of mysticism to Marvel Comics .   The character 's origin story relates that he was once a brilliant but egotistical surgeon . After a car accident severely damages his hands and hinders his ability to perform surgery , he searches the globe for a way to repair them and encounters the Ancient One . After becoming one of the old Sorcerer Supreme 's students , he becomes a practitioner of both the mystical arts as well as martial arts . Along with knowing many powerful spells , he has a costume with two mystical objects -- the Cloak of Levitation and Eye of Agamotto -- which give him added powers . Strange is aided along the way by his friend and valet , Wong , and a large assortment of mystical objects . He takes up residence in a mansion called the Sanctum Sanctorum , located in New York City . Later , Strange takes the title of Sorcerer Supreme .   In 2008 , Doctor Strange was ranked 83rd in Wizards `` 200 Greatest Comic Book Characters of All Time '' list , and in 2012 was ranked 33rd in IGN 's list of `` The Top 50 Avengers '' . He was also ranked 38th on IGN 's list of `` Top 100 Comic Book Heroes '' . The character was first portrayed in live-action by Peter Hooten in the 1978 television film Dr. Strange . Benedict Cumberbatch stars as the character in the Marvel Cinematic Universe , first appearing in the role in the 2016 film Doctor Strange . ;"SUPPORTED
2: is a fictional superhero appearing in American comic books published by Marvel Comics .";SUPPORTS;[1];DISJOINT;True;False;False;False
151168;NOT VERIFIABLE;NOT ENOUGH INFO;Yusuke Murata is an Atheist.;[[[174998, None, None, None]]];Yusuke_Murata;[[None]];is a Japanese manga artist from Miyagi . He is best known for illustrating the American football manga Eyeshield 21 , in collaboration with writer Riichiro Inagaki . Eyeshield 21 was serialized between July 2002 and June 2009 in Weekly Shōnen Jump , and was later adapted into an anime television series . Murata 's other major work is his illustration of One 's One-Punch Man , serialized in the Weekly Young Jump online version . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
93603;NOT VERIFIABLE;NOT ENOUGH INFO;Pablo Fenjves ghostwrote code.;[[[110957, None, None, None]]];Pablo_Fenjves;[[None]];"Pablo F. Fenjves -LRB- born 16 August 1953 -RRB- is an American screenwriter and ghostwriter based in Los Angeles , California . His screenwriting credits include the 1995 film The Affair , Man on a Ledge , released in January , 2012 , and a string of television movies .   Born in Caracas , Venezuela to Hungarian survivors of the Holocaust , Fenjves went to college in Illinois . His first journalism job was in Canada . He joined the National Enquirer in Florida in the late 1970s , where he befriended Judith Regan .   Fenjves has ghostwritten more than a dozen books , including two number one New York Times Best-Sellers -LRB- Witness and Blood Brother -RRB- . Fenjves also ghostwrote the autobiographies and memoirs of Bernie Mac , Janice Dickinson , and music producer David Foster . He collaborated with O.J. Simpson to ghostwrite If I Did It , an account of the Simpson murder case . That book was pulled by the publisher just weeks before its release date , but it was subsequently revived by Fred Goldman , father of murder victim Ron Goldman , and spent five weeks on The New York Times Best Seller list . Fenjves had a personal connection to the Simpson case : Fenjves lived a few doors down from the Brentwood murder scene , and had testified against Simpson regarding the time at which he heard Nicole Simpson 's dog barking .   His current film projects include an original action script , Undertow , which is being produced by Michael De Luca ; and an original comedy , Mother , to which Halle Berry is attached . ";NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
164140;VERIFIABLE;SUPPORTS;Empathy is the capacity to feel what another person is experiencing.;[[[188805, 200233, 'Empathy', 0]]];Empathy;[[0]];Empathy is the capacity to understand or feel what another person is experiencing from within the other person 's frame of reference , i.e. , the capacity to place oneself in another 's position . There are many definitions for empathy that encompass a broad range of emotional states . Types of empathy include cognitive empathy , emotional empathy , and somatic empathy . ;"SUPPORTED
1, 2";SUPPORTS;[0, 1];SUPERSET;True;False;True;True
92042;VERIFIABLE;SUPPORTS;Pawn Sacrifice has a character named Bobby Fischer.;[[[109381, 123044, 'Pawn_Sacrifice', 0], [109381, 123044, 'Pawn_Sacrifice', 1]]];Pawn_Sacrifice;[[0, 1]];Pawn Sacrifice is a 2014 American biographical drama film . It is based on the true story of Bobby Fischer 's challenge against top Soviet chess grandmasters during the Cold War and culminating in the 1972 World Chess Championship match versus Boris Spassky in Reykjavík , Iceland . It was directed by Edward Zwick and written by Steven Knight . The film stars Tobey Maguire as Bobby Fischer , Liev Schreiber as Boris Spassky , Lily Rabe as Joan Fischer , and Peter Sarsgaard as William Lombardy . It was released in the United States on September 16 , 2015 . ;"SUPPORTED
4";SUPPORTS;[3];DISJOINT;True;False;False;False
117863;VERIFIABLE;SUPPORTS;Houston economy has a base.;[[[140046, 155053, 'Houston', 11]]];Houston;[[11]];Houston -LRB- -LSB- ˈhjuːstən -RSB- -RRB- is the most populous city in the state of Texas and the fourth-most populous city in the United States . With a census-estimated 2014 population of 2.239 million within an area of 667 sqmi , it is also the largest city in the southern United States and the seat of Harris County . Located in Southeast Texas near the Gulf of Mexico , it is the principal city of the Greater Houston metro area , which is the fifth-most populated MSA in the United States .   Houston was founded on August 28 , 1836 , near the banks of Buffalo Bayou -LRB- now known as Allen 's Landing -RRB- and incorporated as a city on June 5 , 1837 . The city was named after former General Sam Houston , who was president of the Republic of Texas and had commanded and won at the Battle of San Jacinto 25 mi east of where the city was established . The burgeoning port and railroad industry , combined with oil discovery in 1901 , has induced continual surges in the city 's population . In the mid-20th century , Houston became the home of the Texas Medical Center -- the world 's largest concentration of healthcare and research institutions -- and NASA 's Johnson Space Center , where the Mission Control Center is located .   Houston 's economy has a broad industrial base in energy , manufacturing , aeronautics , and transportation . Leading in health care sectors and building oilfield equipment , outside of New York City , Houston has more Fortune 500 headquarters than any other U.S. municipality within its city limits . The Port of Houston ranks first in the United States in international waterborne tonnage handled and second in total cargo tonnage handled . Nicknamed the `` Space City '' , Houston is a global city , with strengths in business , international trade , entertainment , culture , media , fashion , science , sports , technology , education , medicine , and research . The city has a population from various ethnic and religious backgrounds and a large and growing international community . Houston is the most diverse city in Texas and has been described as the most racially and ethnically diverse major metropolis in the U.S. . It is home to many cultural institutions and exhibits , which attract more than 7 million visitors a year to the Museum District . Houston has an active visual and performing arts scene in the Theater District and offers year-round resident companies in all major performing arts . ;"SUPPORTED
8";SUPPORTS;[7];DISJOINT;True;False;False;False
135095;NOT VERIFIABLE;NOT ENOUGH INFO;Joseph Stalin occupied the senior role in the executive committee for Communist Parties.;[[[157687, None, None, None]]];Joseph_Stalin;[[None]];Joseph Vissarionovich Stalin -LRB- -LSB- ˈstɑːlɪn -RSB- 18 December 1878 -- 5 March 1953 -RRB- was a Soviet revolutionary , politician and political theorist . He governed the Soviet Union from the mid-1920s until his death in 1953 . In this capacity , he served as the Premier of the Soviet Union from 1941 to 1953 and as General Secretary of the Central Committee of the Communist Party of the Soviet Union from 1922 to 1952 . Ideologically a Marxist and a Leninist , he helped to formalise these ideas as Marxism-Leninism while his own policies and theories became known as Stalinism .   Stalin was born to a poor Georgian family in Gori , Russian Empire . After an education at Tiflis Spiritual Seminary , he joined the Marxist Russian Social Democratic Labour Party . Affiliated with Vladimir Lenin 's Bolshevik faction , he raised funds via underground activities such as the 1907 Tiflis bank robbery . After the Bolsheviks seized power in 1917 and established a one-party state , Stalin sat on the Politburo during the Russian Civil War . In 1922 Stalin became General Secretary and established the Soviet Union . Despite Lenin 's objection , power consolidated around Stalin and opposition removed following Lenin 's death in 1924 . During Stalin 's tenure the concept of `` Socialism in One Country '' became a central tenet of Soviet society , and a cult of personality developed around Stalin . Lenin 's New Economic Policy was replaced with a centralised command economy , industrialisation and collectivisation . These rapidly transformed the country from an agrarian society into an industrial power , but disrupted food production and contributed to the famine of 1933 -- 34 . Between 1934 and 1939 , Stalin organised the `` Great Purge '' , in which millions of so-called `` enemies of the working class '' , including senior political and military figures , were interned in Gulag-run prisons , exiled or executed , often without due process .   In August 1939 Stalin entered a non-aggression pact with Nazi Germany , resulting in their invasion of Poland in September of that year . Germany ended the pact by invading the Soviet Union in 1941 . Despite initial setbacks , the Soviet Red Army halted the German incursion and captured Berlin in May 1945 , ending World War II in Europe . The Soviet Union annexed the Baltic states and backed the establishment of pro-Soviet Marxist governments both throughout Eastern Europe and in China , North Korea , and North Vietnam . The Soviet Union and United States emerged as the two world superpowers , and a period of tensions began between the Soviet-backed Eastern Bloc and U.S.-backed Western Bloc known as the Cold War . Stalin led the Soviet Union through its post-war reconstruction phase , during which it became the second country to develop a nuclear weapon , as well as launching the Great Plan for the Transformation of Nature in response to another major famine and the Great Construction Projects of Communism . Stalin died in 1953 and was succeeded by Nikita Khrushchev , who denounced Stalin and initiated a de-Stalinisation process .   Stalin is widely considered one of the most significant and influential figures of the 20th century . Stalinism influenced various Marxist-Leninist groups and governments across the world , for whom Stalin was a champion of socialism and the working class . After the fall of the Soviet Union , Stalin has been praised by supporters for his role in defeating Nazi Germany and establishing the Soviet Union as a major world power . Critics emphasise his role in causing millions of deaths and numerous political , religious and ethnic repressions . ;"SUPPORTED
3";SUPPORTS;[2];;False;False;False;False
107389;VERIFIABLE;REFUTES;Year Zero was before With Teeth.;[[[126061, 140469, 'Year_Zero_-LRB-album-RRB-', 1]]];Year_Zero_-LRB-album-RRB-;[[1]];"Year Zero is the fifth studio album by American industrial rock band Nine Inch Nails , released on April 17 , 2007 by Interscope Records . Frontman Trent Reznor wrote the album 's music and lyrics while touring in support of the band 's previous album With Teeth -LRB- 2005 -RRB- . In contrast to the introspective style of songwriting Reznor used on previous albums , Year Zero is a concept album that criticizes contemporary policies of the United States government by presenting a dystopian vision of the year 2022 .   The album is part of a larger Year Zero project which includes a remix album , an alternate reality game and a potential television or film project . The Year Zero alternate reality game expanded upon the album 's fictional storyline by using media such as websites , pre-recorded phone messages , and murals . However , disputes arose between Reznor and Universal Music Group , the parent company of Interscope Records , over overseas pricing of the album . In October 2007 , Reznor announced that Nine Inch Nails had fulfilled its contractual commitments to Interscope , effectively ending the band 's relationship with the label ; thus Year Zero was the last Nine Inch Nails studio album released on the Interscope label .   Upon its release in April 2007 , Year Zero sold over 187,000 copies in its first week and reached number two on the US Billboard 200 chart . The album also received generally positive reviews , many of which were also favorable toward the accompanying alternate reality game . Year Zero spawned the singles `` Survivalism '' and `` Capital G '' . ";REFUTED;REFUTES;[];NOTHING;True;False;False;False
23143;VERIFIABLE;SUPPORTS;Warren G. Harding died on August 2, 1923.;[[[41151, 49485, 'Warren_G._Harding', 0]]];Warren_G._Harding;[[0]];"Warren Gamaliel Harding -LRB- November 2 , 1865 -- August 2 , 1923 -RRB- was the 29th President of the United States , serving from March 4 , 1921 , until his death in 1923 . At the time of his death , he was one of the most popular presidents , but the subsequent exposure of scandals that took place under his administration , such as Teapot Dome , eroded his popular regard , as did revelations of an affair by Nan Britton , one of his mistresses . In historical rankings of the U.S. presidents , Harding is often rated among the worst .   Harding was born in Blooming Grove , Ohio . He lived in rural Ohio all his life , except when political service took him elsewhere . He settled in Marion when not yet 20 years old and bought The Marion Star , building it into a successful newspaper . In 1899 , he was elected to the Ohio State Senate and , after four years there , successfully ran for lieutenant governor . He was defeated for governor in 1910 , but was elected to the U.S. Senate in 1914 .   Harding ran for the Republican nomination for president in 1920 , but he was considered an also-ran with little chance of success . The leading candidates , such as General Leonard Wood , could not gain a majority to secure the nomination , and the convention deadlocked . Harding 's support gradually grew until he was nominated on the 10th ballot . He conducted a front porch campaign , remaining for the most part in Marion and allowing the people to come to him . He won in a landslide over Democrat James M. Cox and Socialist Party candidate Eugene Debs , running on a theme of return to normalcy and becoming the first sitting senator to be elected president .   Harding appointed a number of well-regarded figures , including Andrew Mellon at the Treasury , Herbert Hoover at Commerce and Charles Evans Hughes at the State Department . A major foreign policy achievement came with the Washington Naval Conference of 1921 -- 1922 , in which the world 's major naval powers agreed on a naval limitations program that lasted a decade . Two members of his cabinet were implicated in corruption : Interior Secretary Albert Fall and Attorney General Harry Daugherty . The resulting scandals did not fully emerge until after Harding 's death , nor did word of his extramarital affairs , but both greatly damaged his reputation . Harding died of a heart attack in San Francisco while on a western speaking tour ; he was succeeded by his vice president , Calvin Coolidge . ";"SUPPORTED
1";SUPPORTS;[0];CORRECT;True;True;True;True
166339;VERIFIABLE;REFUTES;As You Like It destroyed Alfred Molina.;[[[191316, 202201, 'As_You_Like_It_-LRB-2006_film-RRB-', 1]]];As_You_Like_It_-LRB-2006_film-RRB-;[[1]];As You Like It is a 2006 film written and directed by Kenneth Branagh , and based on the Shakespearean play of the same name . It stars Bryce Dallas Howard as Rosalind , David Oyelowo as Orlando De Boys , Romola Garai as Celia , Adrian Lester as Oliver De Boys , Alfred Molina as Touchstone , Kevin Kline as Jaques , Janet McTeer as Audrey , and Brian Blessed as Duke Frederick and his brother Duke Senior .   Branagh moved the play 's setting from medieval France to a late 19th century European colony in Japan after the Meiji Restoration . Branagh filmed it at Shepperton Film Studios and at the never-before-filmed gardens of Wakehurst Place . The film is a production of The Shakespeare Film Company , financed by HBO Films . It is Kenneth Branagh 's first Shakespearean film shot in a Super 35 format . ;REFUTED;REFUTES;[];NOTHING;True;False;False;False
